scenario_id,edge_id,road_name,road_type,time_band,congestion_level_1_5,source_rows,derivation,source_id,data_status
HISTORICAL_PM_PEAK,UTR_EDGE_16663,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16664,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16664,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16665,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16665,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16666,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16666,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16667,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16667,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16668,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16668,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16669,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16669,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16670,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16670,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16671,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16671,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16672,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16672,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16673,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16673,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16674,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16674,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16675,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16675,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16676,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16676,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16677,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16677,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16678,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16678,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16679,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16679,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16680,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16680,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16681,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16681,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_16682,Tô Ngọc Vân,tertiary,09:00-16:00,5,1,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_16682,Tô Ngọc Vân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18188,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18188,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18189,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18189,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18190,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18190,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18191,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18191,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18192,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18192,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18193,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18193,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18194,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18194,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18195,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18195,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18196,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18196,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18197,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18197,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18198,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18198,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_18199,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_18199,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37384,Lê Văn Ninh,tertiary,09:00-16:00,5,3,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37384,Lê Văn Ninh,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37385,Lê Văn Ninh,tertiary,09:00-16:00,5,3,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37385,Lê Văn Ninh,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37386,Lê Văn Ninh,tertiary,09:00-16:00,5,3,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37386,Lê Văn Ninh,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37387,Lê Văn Ninh,tertiary,09:00-16:00,5,3,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37387,Lê Văn Ninh,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37388,Lê Văn Ninh,tertiary,09:00-16:00,5,3,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37388,Lê Văn Ninh,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37389,Lam Sơn,tertiary,09:00-16:00,1,4363,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37389,Lam Sơn,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37390,Lam Sơn,tertiary,09:00-16:00,1,4363,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37390,Lam Sơn,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37493,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37493,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37494,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37494,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37495,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37495,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37496,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37496,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37497,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37497,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37498,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37498,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37499,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37499,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37500,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37500,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37501,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37501,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37502,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37502,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37503,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37503,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37504,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37504,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37505,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37505,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37506,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37506,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37507,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37507,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37508,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37508,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37509,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37509,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37510,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37510,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37511,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37511,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37512,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37512,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37513,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37513,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37514,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37514,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37515,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37515,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37516,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37516,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37525,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37525,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37526,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37526,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37527,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37527,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37528,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37528,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37529,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37529,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37530,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37530,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37531,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37531,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37532,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37532,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37533,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37533,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_OFFPEAK,UTR_EDGE_37534,Kha Vạn Cân,tertiary,09:00-16:00,2,43,STREET_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
HISTORICAL_PM_PEAK,UTR_EDGE_37534,Kha Vạn Cân,tertiary,16:30-19:30,5,12,STREET_TYPE_MEDIAN_LOS,UTRAFFIC-HCM-V6,DERIVED
